,name,org,url,pub
501,Stefano Nolfi,Italian National Research Council,https://dl.acm.org/profile/81100194859,Emergence of communication in competitive multi-agent systems: a pareto multi-objective approach
502,Hussein A. Abbass,University of New South Wales at Australian Defence Force Academy,https://dl.acm.org/profile/81100088814,Emergence of communication in competitive multi-agent systems: a pareto multi-objective approach
503,Michael Noukhovitch,University of Montreal,https://dl.acm.org/profile/99659694814,Emergent Communication under Competition
504,Travis LaCroix,University of Toronto,https://dl.acm.org/profile/99659695089,Emergent Communication under Competition
505,Angeliki Lazaridou,DeepMind Technologies Limited,https://dl.acm.org/profile/81485659419,Emergent Communication under Competition
506,Aaron Courville,University of Montreal,https://dl.acm.org/profile/81100464337,Emergent Communication under Competition
507,Glenn I. Hawe,Ulster University,https://dl.acm.org/profile/81551034856,Agent-based simulation for large-scale emergency response: A survey of usage and implementation
508,Graham Coates,Newcastle University,https://dl.acm.org/profile/81100363582,Agent-based simulation for large-scale emergency response: A survey of usage and implementation
509,Duncan T. Wilson,University of Leeds,https://dl.acm.org/profile/81550949256,Agent-based simulation for large-scale emergency response: A survey of usage and implementation
510,Roger S. Crouch,"City, University of London",https://dl.acm.org/profile/81472647612,Agent-based simulation for large-scale emergency response: A survey of usage and implementation
511,Rudolf Ammann,University College London,https://dl.acm.org/profile/81436595211,"Jorn barger, the newspage network and the emergence of the weblog community"
512,Mingqiang Xia,Wuhan University of Technology,https://dl.acm.org/profile/99659464375,Research on Block Data Intelligent Platform of Urban Public Security Emergency Management
513,Lili Wan,Wuhan Donghu University,https://dl.acm.org/profile/99659464358,Research on Block Data Intelligent Platform of Urban Public Security Emergency Management
514,Michael Noukhovitch,University of Montreal,https://dl.acm.org/profile/99659694814,Emergent Communication under Competition
515,Travis LaCroix,University of Toronto,https://dl.acm.org/profile/99659695089,Emergent Communication under Competition
516,Angeliki Lazaridou,DeepMind Technologies Limited,https://dl.acm.org/profile/81485659419,Emergent Communication under Competition
517,Aaron Courville,University of Montreal,https://dl.acm.org/profile/81100464337,Emergent Communication under Competition
518,David J. DeWitt,Massachusetts Institute of Technology,https://dl.acm.org/profile/81100113216,Practical Skew Handling in Parallel Joins
519,Jeffrey F. Naughton,Google LLC,https://dl.acm.org/profile/81100509752,Practical Skew Handling in Parallel Joins
520,Donovan A. Schneider,HP Labs,https://dl.acm.org/profile/81100155642,Practical Skew Handling in Parallel Joins
521,S. Seshadri,Indian School of Business,https://dl.acm.org/profile/81100151713,Practical Skew Handling in Parallel Joins
522,Michael Jacobson,The University of Sydney,https://dl.acm.org/profile/81100030660,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
523,John Voiklis,Columbia University,https://dl.acm.org/profile/81317490061,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
524,Charles K. Kinzer,Columbia University,https://dl.acm.org/profile/81100336595,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
525,Chen Der-Thanq Victor,National Institute of Education,https://dl.acm.org/profile/81442604408,"Emergence of learning in computer-supported, large-scale collective dynamics: a research agenda"
526,Hassam Ullah Sheikh,University of Central Florida,https://dl.acm.org/profile/99659368861,Emergence of Scenario-Appropriate Collaborative Behaviors for Teams of Robotic Bodyguards
527,Ladislau Bölöni,University of Central Florida,https://dl.acm.org/profile/81100001464,Emergence of Scenario-Appropriate Collaborative Behaviors for Teams of Robotic Bodyguards
528,Morten Kyng,Alexandra Instituttet AS,https://dl.acm.org/profile/81100435567,Challenges in designing interactive systems for emergency response
529,Esben Toftdahl Nielsen,Aarhus University,https://dl.acm.org/profile/81314494414,Challenges in designing interactive systems for emergency response
530,Margit Kristensen,Aarhus University,https://dl.acm.org/profile/81311483791,Challenges in designing interactive systems for emergency response
531,Joseph Lewis,San Diego State University,https://dl.acm.org/profile/81369590687,Behaviorally coupled emergent representation
532,Jamie Lawson,Lockheed Martin Corporation,https://dl.acm.org/profile/81547762556,Behaviorally coupled emergent representation
533,M. Deva Priya,Sri Krishna College of Technology,https://dl.acm.org/profile/99659487807,Intelligent navigation system for emergency vehicles
534,A. Balamurugan,KPR Institute of Engineering and Technology,https://dl.acm.org/profile/99659487633,Intelligent navigation system for emergency vehicles
535,E. Dhivyaprabha,Sri Krishna College of Technology,https://dl.acm.org/profile/99659488032,Intelligent navigation system for emergency vehicles
536,R. Vignesh,Sri Krishna College of Technology,https://dl.acm.org/profile/99659487771,Intelligent navigation system for emergency vehicles
537,L. R. Vishnu Varthan,Sri Krishna College of Technology,https://dl.acm.org/profile/99659505841,Intelligent navigation system for emergency vehicles
538,Paul Pu Liang,Carnegie Mellon University,https://dl.acm.org/profile/99659217897,On Emergent Communication in Competitive Multi-Agent Teams
539,Jeffrey Chen,Carnegie Mellon University,https://dl.acm.org/profile/99659286843,On Emergent Communication in Competitive Multi-Agent Teams
540,Ruslan Salakhutdinov,Carnegie Mellon University,https://dl.acm.org/profile/81100562217,On Emergent Communication in Competitive Multi-Agent Teams
541,Louis-Philippe Morency,Carnegie Mellon University,https://dl.acm.org/profile/81100300540,On Emergent Communication in Competitive Multi-Agent Teams
542,Satwik Kottur,Carnegie Mellon University,https://dl.acm.org/profile/99659232298,On Emergent Communication in Competitive Multi-Agent Teams
543,Jiayu Pan,Shanghai Jiao Tong University,https://dl.acm.org/profile/99659188922,Core Percolation in Coupled Networks
544,Yuhang Yao,Shanghai Jiao Tong University,https://dl.acm.org/profile/99659188986,Core Percolation in Coupled Networks
545,Luoyi Fu,Shanghai Jiao Tong University,https://dl.acm.org/profile/81440609227,Core Percolation in Coupled Networks
546,Xinbing Wang,Shanghai Jiao Tong University,https://dl.acm.org/profile/81455605698,Core Percolation in Coupled Networks
547,Michael Noukhovitch,University of Montreal,https://dl.acm.org/profile/99659694814,Emergent Communication under Competition
548,Travis LaCroix,University of Toronto,https://dl.acm.org/profile/99659695089,Emergent Communication under Competition
549,Angeliki Lazaridou,DeepMind Technologies Limited,https://dl.acm.org/profile/81485659419,Emergent Communication under Competition
550,Aaron Courville,University of Montreal,https://dl.acm.org/profile/81100464337,Emergent Communication under Competition
551,Michelle McPartland,The University of Queensland,https://dl.acm.org/profile/81100571161,Emergence of communication in competitive multi-agent systems: a pareto multi-objective approach
552,Stefano Nolfi,Italian National Research Council,https://dl.acm.org/profile/81100194859,Emergence of communication in competitive multi-agent systems: a pareto multi-objective approach
553,Hussein A. Abbass,University of New South Wales at Australian Defence Force Academy,https://dl.acm.org/profile/81100088814,Emergence of communication in competitive multi-agent systems: a pareto multi-objective approach
554,Daniel Yamins,Harvard University,https://dl.acm.org/profile/99660233072,The emergence of global properties from local interactions: static properties and one-dimensional patterns
555,Chunqi Shi,Kyoto University,https://dl.acm.org/profile/99660040718,Agent metaphor for machine translation mediated communication
556,Donghui Lin,Kyoto University,https://dl.acm.org/profile/81548041274,Agent metaphor for machine translation mediated communication
557,Toru Ishida,Waseda University,https://dl.acm.org/profile/81330492654,Agent metaphor for machine translation mediated communication
558,Dalila Tamzalit,Laboratory of Digital Sciences of Nantes,https://dl.acm.org/profile/81100662350,From object evolution to object emergence
559,Chabane Oussalah,IMT Mines Alès,https://dl.acm.org/profile/81100047246,From object evolution to object emergence
560,Padmini Rajagopalan,The University of Texas at Austin,https://dl.acm.org/profile/81466644578,Emergence of competitive and cooperative behavior using coevolution
561,Risto Miikkulainen,The University of Texas at Austin,https://dl.acm.org/profile/81452617472,Emergence of competitive and cooperative behavior using coevolution
562,Pierluigi Crescenzi,Research Institute on the Foundations of Computer Science (IRIF),https://dl.acm.org/profile/81100450048,Core-periphery clustering and collaboration networks
563,Pierre Fraigniaud,CNRS Centre National de la Recherche Scientifique,https://dl.acm.org/profile/81100344705,Core-periphery clustering and collaboration networks
564,Zvi Lotker,Ben-Gurion University of the Negev,https://dl.acm.org/profile/81100391608,Core-periphery clustering and collaboration networks
565,Paolo Penna,"Swiss Federal Institute of Technology, Zurich",https://dl.acm.org/profile/81100438786,Core-periphery clustering and collaboration networks
566,John Satzinger,Missouri State University,https://dl.acm.org/profile/81100529796,A research program to assess user perceptions of group work support
567,Lorne Olfman,Claremont Graduate University,https://dl.acm.org/profile/81100355524,A research program to assess user perceptions of group work support
568,Doug Williams,British Telecom Research Lab,https://dl.acm.org/profile/81384595245,An emergent role for TV in social communication
569,Marian F. Ursu,University of York,https://dl.acm.org/profile/81343507220,An emergent role for TV in social communication
570,Pablo Cesar,Delft University of Technology,https://dl.acm.org/profile/81318497573,An emergent role for TV in social communication
571,Karl Bergström,Uppsala University,https://dl.acm.org/profile/81479656709,An emergent role for TV in social communication
572,Ian Kegel,British Telecom Research Lab,https://dl.acm.org/profile/81384605063,An emergent role for TV in social communication
573,Joshan Meenowa,British Telecom Research Lab,https://dl.acm.org/profile/81435609553,An emergent role for TV in social communication
574,Yaoci Han,Renmin University of China,https://dl.acm.org/profile/99659040726,An ontology-oriented decision support system for emergency management based on information fusion
575,Wei Xu,Renmin University of China,https://dl.acm.org/profile/81453620494,An ontology-oriented decision support system for emergency management based on information fusion
